"index","Familie","Gattung","Art","D_3__Anaerolineales","D_3__Bacteroidales","D_3__Betaproteobacteriales","D_3__Clostridiales","D_3__Coriobacteriales","D_3__Desulfobacterales","D_3__Erysipelotrichales","D_3__Fibrobacterales","D_3__Lactobacillales","D_3__Methanobacteriales","D_3__Methanomicrobiales","D_3__Saccharimonadales","D_3__Selenomonadales","D_3__Spirochaetales","D_3__Synergistales","D_3__Verrucomicrobiales","D_3__Bacillales","D_3__Enterobacteriales","D_3__Micrococcales","D_3__Pseudomonadales","D_3__Sphingobacteriales","D_3__Bifidobacteriales","D_3__Fusobacteriales","D_3__Campylobacterales","D_3__Methanomassiliicoccales","D_3__Mycoplasmatales","D_3__Pedosphaerales","D_3__Pirellulales","D_3__Desulfovibrionales","D_3__Burkholderiales bacterium Beta_02","D_3__Elusimicrobiales","D_3__Endomicrobiales","D_3__Aeromonadales","D_3__Anaeroplasmatales","D_3__Cardiobacteriales","D_3__Flavobacteriales","D_3__Pasteurellales","D_3__Opitutales","D_3__Corynebacteriales","D_3__Bdellovibrionales","D_3__Caulobacterales","D_3__Chloroflexales","D_3__Chthoniobacterales","D_3__Cytophagales","D_3__Diplorickettsiales","D_3__Propionibacteriales","D_3__Rhizobiales","D_3__Rhodobacterales","D_3__Sphingomonadales","D_3__Xanthomonadales","D_3__Alteromonadales","D_3__Cellvibrionales","D_3__Chitinophagales","D_3__Paracaedibacterales","D_3__Methanosarcinales","D_3__Izimaplasmatales","D_3__Actinomycetales","D_3__Nostocales","D_3__Rickettsiales","D_3__Gastranaerophilales","D_3__Victivallales","D_3__Entomoplasmatales","D_3__Acholeplasmatales","D_3__Oligoflexales","D_3__Parabasalia","D_3__Acetobacterales","D_3__Leptospirales","D_3__Deferribacterales","D_3__Blastocatellales","D_3__Frankiales","D_3__Fungi","D_3__Oligosphaerales"
"DOR1306NEBE4","Felidae","Panthera","Nebelparder",0,203,0,757,0,0,0,0,60,0,0,0,0,0,0,0,142,312,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1306PAND3","Ailuridae","Ailurus","Roter_Panda",0,0,0,1514,0,0,0,0,0,0,0,0,0,0,0,0,2338,607,0,0,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1306PAND4","Ailuridae","Ailurus","Roter_Panda",0,53,220,277,0,0,0,0,0,0,0,0,0,0,0,0,159,524,0,409,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1688,0,0,0,26,0,0,0,0,0,0,0,0,0,73,121,57,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1607ELEN1","Bovidae","Tragelaphus","Elenantilope",0,3187,0,2239,0,0,0,93,0,58,142,0,183,691,0,355,577,0,0,0,0,0,0,0,50,0,0,0,77,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1607ELEN2","Bovidae","Tragelaphus","Elenantilope",0,2997,14,2775,0,0,0,268,0,0,0,0,0,734,0,170,988,0,0,0,0,0,0,0,52,0,0,0,102,0,26,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1607ELEN3","Bovidae","Tragelaphus","Elenantilope",0,4292,18,4594,0,0,0,166,0,272,0,0,133,884,0,615,1445,0,0,0,0,0,0,0,93,0,0,24,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1607GIRA1","Giraffidae","Giraffa","Giraffe",0,4163,16,4930,0,0,0,328,0,220,142,28,183,510,0,87,625,0,0,0,0,0,0,0,493,0,0,18,61,0,0,0,0,14,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1607GIRA2","Giraffidae","Giraffa","Giraffe",0,3292,0,2748,0,0,0,330,0,0,149,0,207,533,0,278,700,0,0,0,0,0,0,0,147,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1607GIRA3","Giraffidae","Giraffa","Giraffe",13,3825,0,3363,0,0,16,188,0,199,97,0,252,699,0,302,623,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1607RKAE1","Macropodidae","Osphranter","Riesenkaenguru",0,5028,0,2680,0,0,0,0,0,88,0,0,139,167,0,0,0,0,0,0,0,0,0,24,0,0,0,0,27,0,0,0,69,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1607RKAE2","Macropodidae","Osphranter","Riesenkaenguru",0,9222,0,3107,0,0,224,0,0,128,0,0,967,15,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,25,0,328,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1607RKAE3","Macropodidae","Osphranter","Riesenkaenguru",0,6499,0,3876,0,0,29,0,0,0,0,0,346,81,0,510,0,0,0,34,0,0,0,86,0,0,0,0,86,0,0,0,26,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1607ZEBR1","Equidae","Equus","Steppenzebra",0,4051,0,1831,0,0,47,1131,0,53,126,0,149,2631,70,389,0,0,0,0,0,0,0,165,91,21,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1607ZEBR2","Equidae","Equus","Steppenzebra",0,3663,0,2167,13,0,137,265,0,59,38,0,286,2607,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1607ZEBR3","Equidae","Equus","Steppenzebra",0,2593,14,1464,0,0,17,352,0,46,0,0,219,2242,0,13,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR2702GIRA1","Giraffidae","Giraffa","Giraffe",16,3245,13,3804,0,0,0,601,0,293,225,30,405,2307,0,635,11,0,0,0,0,0,0,0,39,0,0,16,51,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR2702GIRA2","Giraffidae","Giraffa","Giraffe",0,505,0,445,0,0,0,112,0,176,0,0,49,193,0,0,79,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR2702NASH1","Rhinocerotidae","Ceratotherium","Breitmaulnashorn",45,1498,0,867,0,0,27,293,0,0,28,0,0,1077,0,0,0,0,0,0,0,0,0,0,13,30,27,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR2702NASH2","Rhinocerotidae","Ceratotherium","Breitmaulnashorn",0,1730,0,2282,0,0,41,1116,0,123,60,70,0,2083,0,0,0,0,0,0,0,0,0,0,0,37,38,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR2702NASH3","Rhinocerotidae","Ceratotherium","Breitmaulnashorn",0,1934,0,1127,0,0,0,22,0,0,168,12,11,863,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR2702NASH4","Rhinocerotidae","Ceratotherium","Breitmaulnashorn",35,2300,0,1759,0,0,34,356,0,49,57,29,0,1828,30,0,0,0,0,0,0,0,0,0,11,0,127,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR2702ZEBR1","Equidae","Equus","Steppenzebra",0,2813,23,2461,0,0,233,1497,0,19,0,0,459,2524,0,40,0,0,0,0,0,0,0,0,138,39,0,21,29,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR2702ZEBR2","Equidae","Equus","Steppenzebra",0,2468,0,2147,63,0,77,636,0,645,139,0,570,1771,64,277,0,0,0,0,0,0,0,0,205,328,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR2702ZEBR3","Equidae","Equus","Steppenzebra",0,2225,0,1790,0,0,183,842,30,80,33,0,267,2323,0,23,0,0,0,0,0,0,0,0,22,11,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0406EISF1","Canidae","Vulpes","Eisfuchs",0,31,26,0,0,0,0,0,0,0,0,0,0,0,0,0,107,231,0,789,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0406EISF2","Canidae","Vulpes","Eisfuchs",0,3821,413,847,0,0,30,0,0,0,0,0,398,0,0,0,0,141,0,0,0,0,1870,141,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0406LOEW1","Felidae","Panthera","Loewe",0,0,0,1101,0,0,0,0,57,0,0,0,0,0,0,0,2120,3354,0,304,0,0,991,0,0,0,0,0,0,0,0,0,0,0,414,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0406LOEW2","Felidae","Panthera","Loewe",0,1340,98,3589,82,0,653,0,0,0,0,0,359,0,0,0,0,43,0,21,0,0,1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0406NEBE1","Felidae","Panthera","Nebelparder",0,72,0,1880,0,0,0,0,0,0,0,0,0,0,0,0,891,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0406NEBE2","Felidae","Panthera","Nebelparder",0,2646,0,1505,0,0,216,0,0,0,0,0,586,0,0,0,192,373,0,0,0,0,3048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0406PAND1","Ailuridae","Ailurus","Roter_Panda",0,0,0,4263,0,0,1090,0,0,0,0,0,0,0,0,0,1135,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0406PAND2","Ailuridae","Ailurus","Roter_Panda",0,0,0,2328,0,0,0,0,0,0,0,0,0,0,0,0,1839,1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0406TIGA1","Felidae","Panthera","Tiger",0,1101,70,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0406TIGA2","Felidae","Panthera","Tiger",0,1490,254,602,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,2265,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0406TIGA3","Felidae","Panthera","Tiger",32,2637,587,270,0,0,0,0,0,0,0,0,260,0,0,0,0,886,0,849,0,0,3273,1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0406WILD1","Canidae","Lycaon","Wildhund",0,3040,414,510,0,0,215,0,0,0,0,0,1052,0,0,0,0,102,0,0,0,0,4161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0711BONG1","Bovidae","Tragelaphus","Bongo",0,5569,0,4372,0,0,0,15,0,0,0,23,218,645,0,160,18,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0711BONG2","Bovidae","Tragelaphus","Bongo",0,2975,56,2194,0,0,0,0,0,0,0,0,146,507,0,62,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811BENN1","Macropodidae","Notamacropus","Bennettkaenguru",0,4385,35,759,0,0,0,0,0,0,0,0,1479,229,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811BENN2","Macropodidae","Notamacropus","Bennettkaenguru",0,2433,0,1740,0,0,0,99,0,0,65,0,75,603,0,289,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811BERG1","Macropodidae","Osphranter","Bergkaenguru",0,4209,0,1602,0,0,0,0,0,0,60,0,205,446,0,250,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811BERG2","Macropodidae","Osphranter","Bergkaenguru",0,1812,0,1274,0,0,0,0,0,0,25,0,89,95,0,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811GIRA1","Giraffidae","Giraffa","Giraffe",0,832,0,889,0,0,0,0,31,0,32,0,69,240,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811GIRA2","Giraffidae","Giraffa","Giraffe",0,2201,0,2014,0,0,0,0,0,0,0,0,196,196,0,283,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811KOLA1","Phascolarctidae","Phascolartos","Koala",0,6500,85,6452,0,0,0,0,0,0,0,0,646,0,637,610,0,0,0,0,0,0,57,0,0,0,0,0,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811KOLA2","Phascolarctidae","Phascolartos","Koala",0,10019,422,5463,0,0,0,0,0,0,0,0,902,0,1175,816,0,0,0,0,0,0,64,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811KOLA3","Phascolarctidae","Phascolartos","Koala",0,6717,392,9027,0,0,0,0,0,0,0,0,568,0,2161,0,0,0,0,0,0,0,15,0,0,0,0,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811KOLA4","Phascolarctidae","Phascolartos","Koala",0,13050,655,12853,0,0,0,0,0,0,0,0,1302,0,2894,0,0,0,0,0,0,0,28,0,0,0,0,0,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811KOLA5","Phascolarctidae","Phascolartos","Koala",0,7114,441,4680,0,44,0,0,0,0,0,0,995,0,550,0,0,0,0,0,0,0,27,0,0,0,0,0,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811KOLA6","Phascolarctidae","Phascolartos","Koala",0,6128,523,7132,0,0,0,0,0,0,0,0,873,0,1498,0,0,0,0,0,0,0,0,0,0,0,0,0,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811SUMF1","Macropodidae","Wallabia","Sumpfwallaby",0,2566,0,1327,0,0,0,0,0,0,45,0,50,198,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811SUMF2","Macropodidae","Wallabia","Sumpfwallaby",0,2663,0,1331,0,0,0,0,0,0,56,0,264,212,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811TEUF1","Dasyuridae","Sarcophilus","Beutelteufel",0,0,0,2181,0,0,0,0,57,0,0,0,0,0,0,0,0,2140,0,0,0,0,609,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811TEUF2","Dasyuridae","Sarcophilus","Beutelteufel",0,0,0,2328,0,0,0,0,1503,0,0,0,0,0,0,0,118,5264,0,0,0,0,206,0,0,62,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811TUSI1","Bovidae","Bos","Watussi",0,2455,0,1567,0,0,0,79,0,0,19,0,146,389,0,43,47,0,0,0,0,0,0,0,77,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811TUSI2","Bovidae","Bos","Watussi",0,1830,0,1007,0,0,0,24,0,35,0,0,115,131,0,171,0,0,0,0,0,0,0,0,22,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811TUSI3","Bovidae","Bos","Watussi",0,976,0,500,0,0,0,51,0,0,120,0,88,155,0,86,0,0,0,0,0,0,0,0,41,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811WOMB1","Vombatidae","Vombatus","Wombat",0,7294,43,3512,0,0,21,0,0,0,241,107,1451,621,116,0,0,23,0,0,0,0,0,0,255,0,0,0,196,0,17,0,614,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811WOMB2","Vombatidae","Vombatus","Wombat",0,2941,0,1989,0,0,23,0,0,0,192,0,566,3640,64,128,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811WOMB3","Vombatidae","Vombatus","Wombat",0,1778,40,2874,0,0,54,2158,0,0,0,0,106,167,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811WOMB4","Vombatidae","Vombatus","Wombat",0,3277,111,3497,0,0,69,0,0,0,223,0,670,323,0,0,0,0,0,0,0,0,0,0,187,0,0,29,44,0,0,0,1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1010KUOT1","Mustelidae","Aonyx","Kurzkrallenotter",0,0,0,9935,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,634,0,0,0,0,0,0,0,0,0,0,0,0,84,0,144,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1010NASH1","Rhinocerotidae","Ceratotherium","Breitmaulnashorn",0,6533,0,3652,0,0,29,497,0,30,0,65,150,1432,64,0,0,0,0,0,0,0,0,0,161,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1010PINS1","Suidae","Potamochoerus","Pinselohrschwein",0,4577,29,4076,0,0,0,192,91,202,0,0,457,2785,12,253,0,0,0,0,0,0,0,15,346,0,0,50,0,0,129,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1010RENT1","Cervidae","Rangifer","Rentier",0,4325,0,2630,0,0,0,0,0,18,0,0,236,144,0,140,0,0,0,0,0,0,0,75,20,0,0,25,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1106EISF3","Canidae","Vulpes","Eisfuchs",0,1722,0,2507,0,0,85,0,241,0,0,0,0,0,0,0,977,0,0,0,0,0,446,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1106EISF4","Canidae","Vulpes","Eisfuchs",0,168,0,611,0,0,0,0,0,0,0,0,0,0,0,0,717,0,0,493,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1106LOEW3","Felidae","Panthera","Loewe",0,135,0,5102,148,0,1357,0,53,0,0,0,50,0,0,0,0,33,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1106LOEW4","Felidae","Panthera","Loewe",0,85,0,5273,0,0,546,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1106NEBE3","Felidae","Panthera","Nebelparder",0,331,0,2562,0,0,63,0,0,0,0,0,0,0,0,0,448,519,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1106NEBE4","Felidae","Panthera","Nebelparder",0,162,0,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1106PAND3","Ailuridae","Ailurus","Roter_Panda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,113,0,1734,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1106PAND4","Ailuridae","Ailurus","Roter_Panda",0,0,0,7291,0,0,3144,0,0,0,0,0,0,0,0,0,588,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
