"index","Familie","Gattung","Art","digestion","Diet","Habitats","Habitat1","Habitat2","Region","D_4__Acidaminococcaceae","D_4__Akkermansiaceae","D_4__Anaerolineaceae","D_4__Bacteroidaceae","D_4__Christensenellaceae","D_4__Clostridiaceae","D_4__Clostridiales_Family_XIII","D_4__Defluviitaleaceae","D_4__Desulfobulbaceae","D_4__Eggerthellaceae","D_4__Erysipelotrichaceae","D_4__Eubacteriaceae","D_4__F082","D_4__Fibrobacteraceae","D_4__Lachnospiraceae","D_4__Lactobacillaceae","D_4__Methanobacteriaceae","D_4__Methanocorpusculaceae","D_4__Prevotellaceae","D_4__Rikenellaceae","D_4__Ruminococcaceae","D_4__Saccharimonadaceae","D_4__Spirochaetaceae","D_4__Synergistaceae","D_4__T34","D_4__Veillonellaceae","D_4__Carnobacteriaceae","D_4__Enterobacteriaceae","D_4__Enterococcaceae","D_4__Micrococcaceae","D_4__Moraxellaceae","D_4__Peptostreptococcaceae","D_4__Planococcaceae","D_4__Pseudomonadaceae","D_4__Sphingobacteriaceae","D_4__Staphylococcaceae","D_4__Streptococcaceae","D_4__Bifidobacteriaceae","D_4__Burkholderiaceae","D_4__Fusobacteriaceae","D_4__Peptococcaceae","D_4__Tannerellaceae","D_4__Campylobacteraceae","D_4__Methanomethylophilaceae","D_4__Mycoplasmataceae","D_4__Paludibacteraceae","D_4__Pedosphaeraceae","D_4__Pirellulaceae","D_4__Dysgonomonadaceae","D_4__Desulfovibrionaceae","D_4__Clostridiales_vadinBB60_group","D_4__Syntrophomonadaceae","D_4__Aerococcaceae","D_4__Bacillales_Family_XI","D_4__Helicobacteraceae","D_4__Weeksellaceae","D_4__Marinifilaceae","D_4__Coriobacteriaceae","D_4__Muribaculaceae","D_4__Bacillaceae","D_4__Burkholderiales_bacterium_Beta_02","D_4__Elusimicrobiaceae","D_4__Endomicrobiaceae","D_4__Aeromonadaceae","D_4__Flavobacteriaceae","D_4__Wohlfahrtiimonadaceae","D_4__Neisseriaceae","D_4__Pasteurellaceae","D_4__Clostridiales_Family_XI","D_4__Succinivibrionaceae","D_4__Paenibacillaceae","D_4__Hymenobacteraceae","D_4__Barnesiellaceae","D_4__Atopobiaceae","D_4__Puniceicoccaceae","D_4__Corynebacteriaceae","D_4__Leuconostocaceae","D_4__Sanguibacteraceae","D_4__Bacillales_Family_XII","D_4__Bacteriovoracaceae","D_4__Bdellovibrionaceae","D_4__Caulobacteraceae","D_4__Chthoniobacteraceae","D_4__Crocinitomicaceae","D_4__Devosiaceae","D_4__Dietziaceae","D_4__Diplorickettsiaceae","D_4__Herpetosiphonaceae","D_4__Intrasporangiaceae","D_4__Listeriaceae","D_4__Nocardiaceae","D_4__Nocardioidaceae","D_4__Rhizobiaceae","D_4__Rhodobacteraceae","D_4__Rubritaleaceae","D_4__Sphingomonadaceae","D_4__Spirosomaceae","D_4__Verrucomicrobiaceae","D_4__Xanthomonadaceae","D_4__Cardiobacteriaceae","D_4__Porphyromonadaceae","D_4__Alteromonadaceae","D_4__Cellvibrionaceae","D_4__Chitinophagaceae","D_4__Anaeroplasmataceae","D_4__Paracaedibacteraceae","D_4__PeH15","D_4__Methanosarcinaceae","D_4__Izimaplasmataceae","D_4__Arcobacteraceae","D_4__Shewanellaceae","D_4__Blastocatellaceae","D_4__Methyloligellaceae","D_4__Microscillaceae","D_4__Nitrososphaeraceae","D_4__Phormidiaceae","D_4__Xanthobacteraceae","D_4__Xiphinematobacteraceae","D_4__Brevibacteriaceae","D_4__Spiroplasmataceae","D_4__Cytophagaceae","D_4__Dermabacteraceae","D_4__Beijerinckiaceae","D_4__TM7_phylum_sp._oral_clone_FR058","D_4__Microbacteriaceae","D_4__Leptospiraceae","D_4__Marinilabiliaceae","D_4__Demequinaceae"
"LAN0108ZEBR1","Equidae","Equus","Bergzebra","hindgut_colon","herbivor","Savanna_Grassland","Savanna","Grassland","Africa",0.35350101971448,0.394289598912305,0.35350101971448,0.870156356220258,2.92318150917743,1.38681169272604,0.435078178110129,0.326308633582597,0,0,0,0,0.761386811692726,0.802175390890551,15.0101971447995,0,6.94765465669613,0.679809653297077,4.0924541128484,5.83276682528892,9.78925900747791,0,19.1842284160435,1.75390890550646,0.285520054384772,0.339904826648538,0,0,0,0,0,1.46838885112169,0,0,0,0.475866757307954,19.1706322229776,0,0,0,0,0,0.312712440516655,0,0,0,0,0,0,0,0,0,5.37049626104691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679809653297077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAN0108ZEBR2","Equidae","Equus","Bergzebra","hindgut_colon","herbivor","Savanna_Grassland","Savanna","Grassland","Africa",2.68246583309101,0.988659494038965,0,4.39808083745275,1.25763303285839,1.12678104100029,0.850537947077639,0,0,0,0.450712416400116,0.225356208200058,2.44984006978773,1.0250072695551,19.1334690316953,0.28351264902588,13.4486769409712,0,5.66298342541436,9.4286129688863,12.6272172143065,0,19.0389648153533,0.494329747019482,0.203547542890375,0.966850828729282,0,0,0,0,0,0,0,0,0,0,2.72608316371038,0,0,0,0,0,0.123582436754871,0.305321314335563,0,0,0,0,0,0,0.101773771445188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAN0208GNUS1","Bovidae","Connochaetes","Gnu","foregut_ruminant","herbivor","Savanna_Grassland","Savanna","Grassland","Africa",1.69887918100785,2.26811402347542,0,6.60577177654223,4.13026211278793,0,0.825169887918101,0,0,0.211808313476304,1.4385314623599,0,1.67681581502074,0,10.1976877592446,0,14.8177565969464,0,6.76904068484688,10.0167681581502,26.5775306680787,0.26476039184538,4.30676904068485,0,0,0,0,0,0,0,0,5.75412584943959,0.383902568175801,0,0,0,0,0,0,0,0,0.075015444356191,0,0,0,0,0,0.048539405171653,0,0.163268908304651,0,0,0,0,0,0,0,0,1.67240314182332,0,0,0,0,0,0.097078810343306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAN0208GNUS2","Bovidae","Connochaetes","Gnu","foregut_ruminant","herbivor","Savanna_Grassland","Savanna","Grassland","Africa",1.30248500428449,1.14824335904027,0,8.50042844901457,2.94772922022279,0,0.239931448157669,0,0,0,0.308483290488432,0,0.462724935732648,0,7.69494430162811,0,14.4987146529563,0,19.0059982862039,7.19794344473008,25.0214224507284,0,3.23907455012853,0,0,0,0,0,0,0,0,8.4318766066838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAN0208GNUS3","Bovidae","Connochaetes","Gnu","foregut_ruminant","herbivor","Savanna_Grassland","Savanna","Grassland","Africa",1.73069146785281,6.96320258794986,0.226445612616256,9.03356247472705,2.91144359078043,0.210270926000809,0.873433077234129,0.0889607763849575,0,0,2.41002830570158,0,0.541852001617469,3.46947027901334,5.30529720986656,0,4.05175899716943,0,10.9745248685807,6.79336837848767,25.086938940558,0,6.06550748079256,0,0,0,0,0,0,0,0,8.75050545895673,1.61746866154468,0,0,0,0,0,0,0,0.145572179539021,0,0,0,0,0,0,0.169834209462192,0.226445612616256,0.242620299231702,0,0,0,0,0,0,0,0,0.946219167003639,1.07561665992721,0,0.0889607763849575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAN0208ZEBR1","Equidae","Equus","Bergzebra","hindgut_colon","herbivor","Savanna_Grassland","Savanna","Grassland","Africa",0.981486649920923,0.2930505163271,0,1.9257605358638,3.26076844357615,1.22802121127547,0.930319099451112,0.562843055167923,0,0,0.358172853288678,0.120941482928645,1.18150525630291,1.62805842403945,20.7600707042516,0.265140943343567,4.21899711601079,1.06521536887152,6.38198902223463,8.14029212019723,14.3780816820169,0.186063819890222,25.755884268304,1.20941482928645,0.111638291934133,0.227928179365522,0,0,0,0,0,0.297702111824356,0,0,0,0,3.44218066796911,0,0,0,0,0,0,0.3349148758024,0,0,0.186063819890222,0.195367010884733,0,0,0.0930319099451112,0,0,0,0,0,0,0.279095729835334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAN0208ZEBR2","Equidae","Equus","Bergzebra","hindgut_colon","herbivor","Savanna_Grassland","Savanna","Grassland","Africa",4.16445080793618,5.30169768868889,0,3.4035590100225,2.20085907138474,1.14542851298834,1.0022499488648,0.175905093066067,0,0,0.269993863775823,0.294538760482716,2.65084884434445,2.04540805890775,19.7054612395173,1.30497034158315,4.41808140724075,0,6.95847821640417,7.03620372264267,10.930660666803,0.359991818367764,21.2763346287584,0.576805072611986,0.764982614031499,1.33769687052567,0,0,0,0,0,0,0.0531806095316016,0,0,0,1.07997545510329,0,0,0,0,0,0.597259153201064,0.0859071384741256,0,0,0,0,0,0.175905093066067,0.102270402945388,0,0.298629576600532,0,0,0,0,0.0859071384741256,0.139087748005727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572714256494171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAN0305GEPA3","Felidae","Acinonyx","Gepard","simple","carnivor","Savanna_Shrubland","Savanna","Shrubland","Africa",0,0,0,23.5143442622951,0,11.0143442622951,0,0,0,0,0,0,0,0,22.3872950819672,0,0,0,0,0,0,0,0,0,0,0,0,6.91598360655738,0,0,0,18.4938524590164,0,0,0,0,0,0,0,17.6741803278689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAN0305GEPA4","Felidae","Acinonyx","Gepard","simple","carnivor","Savanna_Shrubland","Savanna","Shrubland","Africa",5.12259194395797,0,0,19.9211908931699,0,12.3905429071804,0,0,0,0,0,0,0,0,6.43607705779335,0,0,0,0,0,5.99824868651489,0,0,0,0,0,0,12.1716287215412,0,0,0,0,0,0,0,0,0,0,5.51663747810858,32.4430823117338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAN0305TIGA2","Felidae","Panthera","Tiger","simple","carnivor","Forest_Savanna","Forest","Savanna","Asia",9.51393005334914,0,0,14.43390634262,0,32.0983995257854,0,0,0,0,0,0,0,0,8.26911677534084,0,0,0,0,0,1.5411973918198,0,0,0,0,0,0,2.28215767634855,0,0,0,7.23177237700059,0,0,0,0,0,0,0,24.6295198577356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAN0305WALD1","Canidae","Speothos","Waldhund","simple","carnivor","Forest_Savanna","Forest","Savanna","South_America",0,0,0,21.421143847487,0,0,0,0,0,0,0,0,0,0,4.57538994800693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1438474870017,0,0,0,0,0,0,2.1317157712305,50.7279029462738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAN0308GNUS1","Bovidae","Connochaetes","Gnu","foregut_ruminant","herbivor","Savanna_Grassland","Savanna","Grassland","Africa",2.07640358834795,5.07005342203407,0,8.13426065920774,2.09656284648725,0.171353694184054,0.796290696502369,0,0,0,2.1671202499748,0,1.56234250579579,0,9.40429392198367,0,9.45469206733192,0,5.30188489063602,11.1682290091725,25.8441689345832,0.383025904646709,6.73319221852636,0,0,0,0,0,0,0,0,4.78782380808386,0.735812922084467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393105533716359,0,0,0,0,0,0,0,0,2.71142021973591,0.635016631387965,0,0.201592581393005,0,0,0.171353694184054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAN0308GNUS2","Bovidae","Connochaetes","Gnu","foregut_ruminant","herbivor","Savanna_Grassland","Savanna","Grassland","Africa",2.49986617418768,3.38311653551737,0.171297039773031,9.89240404689257,4.53401852149243,0.455007761897115,1.37572935067716,0,0,0,1.70761736523741,0,0.508538086826187,2.57480862908838,7.57454097746373,0,8.84320967828275,0,11.1717788126974,6.3647556340667,21.5620148814303,0.588833574219795,5.48150527273701,0,0,0,0,0,0,0,0,9.13227343289974,0.133825812322681,0,0,0.390771371982228,0.0963545848723302,0,0,0,0.0535303249290723,0.0856485198865157,0,0,0,0,0,0.208768267223382,0.149884909801402,0.149884909801402,0,0,0,0,0,0,0,0,0.776189711471549,0,0,0,0,0,0.133825812322681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAN0308GNUS3","Bovidae","Connochaetes","Gnu","foregut_ruminant","herbivor","Savanna_Grassland","Savanna","Grassland","Africa",3.17968416559966,8.60008536064874,0,6.44472897994025,2.90226205719163,0.448143405889885,1.15236875800256,0,0,0,4.73751600512164,0,0.426803243704652,0,4.07597097737943,0,12.2705932565088,0,16.3038839095177,6.35936833119932,19.4408877507469,0,1.34443021766965,0,0,0,0,0,0,0,0,9.816474605207,0.448143405889885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213401621852326,0,0,0,0,0,0,0,0,0.362782757148954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47247119078105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAN0308ZEBR1","Equidae","Equus","Bergzebra","hindgut_colon","herbivor","Savanna_Grassland","Savanna","Grassland","Africa",2.22649186256781,0.327757685352622,0,1.68399638336347,2.50904159132007,1.76311030741411,2.05696202531646,0.881555153707053,0,0,0,0.700723327305606,0.632911392405063,1.79701627486438,20.6600361663653,0.372965641952984,2.5994575045208,0.870253164556962,3.94439421338156,5.68490054249548,16.873869801085,0,25.7007233273056,2.40732368896926,0.55379746835443,0.474683544303797,0,0,0,0,0,0,0,0,0,0,4.40777576853526,0,0,0,0,0,0.25994575045208,0.192133815551537,0,0,0.237341772151899,0,0,0,0.180831826401447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAN0308ZEBR2","Equidae","Equus","Bergzebra","hindgut_colon","herbivor","Savanna_Grassland","Savanna","Grassland","Africa",4.48657560056524,3.92133772962789,0,4.98115873763542,1.04804521902967,0.282618935468676,0.412152614225153,0.270843146490815,0,0,0,0.730098916627414,2.28450306170513,1.49552520018841,12.9180405087141,0.317946302402261,3.25011775788978,0,8.97315120113048,10.6806406029204,18.5821950070655,0.200188412623646,22.3504474799812,0.211964201601507,0.718323127649553,1.0715967969854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400376825247292,0,0,0,0,0,0,0.247291568535092,0.164861045690061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAN0606GNUS1","Bovidae","Connochaetes","Gnu","foregut_ruminant","herbivor","Savanna_Grassland","Savanna","Grassland","Africa",0.622471210706505,7.67714493204689,0,8.84531590413943,0.593422554206868,0,0.298786181139122,0.0539475049278971,0,0,0.128644050212678,0,1.43168378462496,2.03133105093889,3.32607116920842,0,0.844485942525158,0,12.9992737835875,14.9974063699554,35.758896151053,0.271812428675174,5.40927482103953,0,0,0,0,0,0,0,0,0.0643220251063388,0.0663969291420272,0,0,0,0,0,0.082996161427534,0,0.773939205311754,0.082996161427534,0,0.120344434069924,0,0.342359165888578,0,0.112044817927171,0.394231766780786,0.612096690528063,0.309160701317564,0,0,0,0,0,0.174291938997821,0,0.70339246809835,0,0,0.147318186533873,0,0,0.15146799460525,0,0,0,0,0,0,0,0.114119721962859,0,0.458553791887125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAN0606GNUS2","Bovidae","Connochaetes","Gnu","foregut_ruminant","herbivor","Savanna_Grassland","Savanna","Grassland","Africa",1.33430021754895,9.89122552574329,0,12.4945612762872,0.0870195794053662,0,0.203045685279188,0,0,0,0,0,1.75489485134155,2.80638143582306,2.24800580130529,0,0.819434372733865,0,14.0826686004351,12.2335025380711,32.0957215373459,0,5.5474981870921,0,0,0,0,0,0,0,0,0.210297316896302,0,0,0,0,0,0,0.123277737490935,0,0.326323422770123,0.116026105873822,0,0,0,0,0,0.137781000725163,0.391588107324148,1.05873821609862,0,0,0,0,0,0,0.0942712110224801,0,0.935460478607687,0,0,0.268310369833212,0,0,0.232052211747643,0,0,0,0,0,0,0,0,0,0.50761421319797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAN0606GNUS3","Bovidae","Connochaetes","Gnu","foregut_ruminant","herbivor","Savanna_Grassland","Savanna","Grassland","Africa",1.35670168399937,11.0436572876524,0,11.8038325502824,0,0,0.490946523781872,0,0,0,0,0,1.33030670960249,2.63421844480811,2.60782347041123,0,1.19305284273874,0,14.9712294779074,13.3505780499393,28.7546851079554,0.337855672279998,5.59573457213747,0,0,0,0,0,0,0,0,0.110858892466874,0,0,0,0,0,0,0.0897429129493744,0,0,0.0791849231906245,0,0.121416882225624,0,0.411761600591247,0,0,0.374808636435623,1.05051998099562,0.374808636435623,0,0,0,0,0,0,0,0.638758380404371,0,0,0.258670749089373,0,0,0.158369846381249,0,0,0,0,0,0,0,0.137253866863749,0,0.72322229847437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAN0606GNUS4","Bovidae","Connochaetes","Gnu","foregut_ruminant","herbivor","Savanna_Grassland","Savanna","Grassland","Africa",1.59496634474685,10.6818846941762,0,11.6110623353819,0,0,0.278021656423764,0,0,0,0,0,0.804799531753,2.69973661106234,3.62891425226807,0,0.760901375475563,0,14.5010242903131,12.7377816798361,31.284752707053,0.182908984489318,5.19461515949663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.497512437810945,0,0,0.168276265730173,0,0.314603453321627,0,0.0804799531753,0.409716125256073,0.936494000585309,0,0,0,0,0,0,0,0,0.775534094234709,0,0,0.139010828211882,0,0,0.182908984489318,0,0,0,0,0,0,0,0.124378109452736,0,0.409716125256073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAN1312GNUS1","Bovidae","Connochaetes","Gnu","foregut_ruminant","herbivor","Savanna_Grassland","Savanna","Grassland","Africa",2.53526803708182,2.4627166465135,0,8.19830713422007,2.98266827891979,0,1.05602579604998,0.11285771866183,0,0,0.233776702942362,0,1.60419185812172,0,6.74324869004434,0,4.66344216041919,0,10.1249496170899,16.739218057235,29.8548972188634,0,0.987505038291012,0,0,0,0,0,0,0,0,9.67351874244256,0,0,0,0,0,0,0,0,0.403063280935107,0.161225312374043,0,0,0,0,0,0.108827085852479,0,0.245868601370415,0,0,0,0,0,0,0,0,1.02781136638452,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806126561870214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAN1312GNUS2","Bovidae","Connochaetes","Gnu","foregut_ruminant","herbivor","Savanna_Grassland","Savanna","Grassland","Africa",1.48064767512339,3.66265477530522,0.614771841717898,10.7368603342281,2.5716512252143,0,0.961122175080093,0,0,0,0,0,1.35076630011256,0,6.01783704216815,0,3.40289202528357,0,16.4776171097065,14.5726902762144,28.1323058273444,0,1.00441596675037,0,0,0,0,0,0,0,0,8.16520910901377,0,0,0,0,0,0,0,0,0.372326608364361,0,0,0,0,0,0,0.103905100008659,0,0,0,0,0,0,0,0,0,0,0.372326608364361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAN1312ZEBR1","Equidae","Equus","Bergzebra","hindgut_colon","herbivor","Savanna_Grassland","Savanna","Grassland","Africa",1.82215743440233,0.801749271137026,0,2.52672497570457,5.56365403304179,0,0.607385811467444,1.91933916423712,0,0,0.485908649173955,0.534499514091351,3.01263362487852,5.80660835762877,12.1234207968902,0,0,0.947521865889213,12.2448979591837,10.7142857142857,13.7269193391642,0,22.8134110787172,2.69679300291545,0,0,0,0,0,0,0,0,0,0,0,0,0.923226433430515,0,0,0,0,0,0,0,0,0.728862973760933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAN1412GNUS1","Bovidae","Connochaetes","Gnu","foregut_ruminant","herbivor","Savanna_Grassland","Savanna","Grassland","Africa",2.07330618289522,1.05374077976818,0,7.24517984791957,2.94762623529747,0,1.70307293594965,0.0825904935493977,0,0,0.401560675533278,0.0996781818699627,1.31575200068351,0,9.81118104405776,0,4.90416654800216,0,9.79694130379062,16.8028935152223,34.6225044855182,0,0.535414234044371,0,0,0,0,0,0,0,0,4.35166462563723,0,0,0,0,0,0,0,0,0.13670150656452,0.111069974083673,0,0,0,0,0,0.0996781818699627,0,0.635092415914334,0,0,0,0,0,0,0,0,1.18189844217241,0,0,0,0,0,0.0398712727479851,0,0,0,0,0,0,0,0.0484151169082676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAN1412GNUS2","Bovidae","Connochaetes","Gnu","foregut_ruminant","herbivor","Savanna_Grassland","Savanna","Grassland","Africa",1.91457169459963,2.3102886405959,0.29096834264432,11.1731843575419,2.50814711359404,0,0.360800744878957,0.0814711359404097,0,0,1.14641527001862,0,1.4548417132216,0,7.41969273743017,0,7.30912476722533,0,16.6957635009311,12.5465549348231,26.8272811918063,0,1.2395251396648,0,0,0,0,0,0,0,0,5.18505586592179,0,0,0,0,0,0,0,0,0.465549348230912,0.0989292364990689,0,0,0,0,0,0,0,0.343342644320298,0,0,0,0,0,0,0.186219739292365,0,0.314245810055866,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128026070763501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAN1412ZEBR1","Equidae","Equus","Bergzebra","hindgut_colon","herbivor","Savanna_Grassland","Savanna","Grassland","Africa",1.31131617289947,2.69548324429335,0,1.77270519669743,1.84555609519184,0,0.801359883438562,0,0,0,0,0,2.93831957260806,3.88538125303545,15.1529868868383,0,3.18115590092278,2.28266148615833,10.3933948518698,7.18795531811559,21.830985915493,0,20.4711024769306,2.52549781447305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72413793103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAN1412ZEBR2","Equidae","Equus","Bergzebra","hindgut_colon","herbivor","Savanna_Grassland","Savanna","Grassland","Africa",6.63494581020354,0,0,9.25191646841131,0,0,0,0,0,0,0,0,5.57758392809939,6.02696272799366,17.5522072429289,0,1.16309807031457,0,8.22098863335977,5.68332011630981,9.67486122125297,0,27.8350515463918,0,0,1.34813639968279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528680941052075,0.502246893999471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
